ntaname,prediction_time,prob_active_noise_next_2h,prob_active_complaints_next_2h,prob_high_traffic_volume_next_2h,prob_active_subway_ridership_next_2h,prob_active_subway_transfers_next_2h,crime_last_7d,crashes_last_7d,persons_injured_last_7d,pedestrians_injured_last_7d,cyclists_injured_last_7d,noise_last_24h,complaints_last_24h,subway_ridership_last_24h,traffic_volume_last_24h,temp_f,precip_prob,wind_mph,weather_main,hour,day_of_week,is_weekend
Claremont Village-Claremont (East),2026-06-03 01:00:00,0.34948178143323017,0.1529042184495597,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,27.0,42.0,0.0,0.0,64.38,0,4.0,Clouds,1,2,0
Clinton Hill,2026-06-03 01:00:00,0.14385669036424048,0.15021732755179534,0.28505390408958936,8.045574231535826e-05,0.0005358028758276666,18.0,0.0,0.0,0.0,0.0,6.0,64.0,14482.0,8164.0,64.99,0,7.09,Clouds,1,2,0
Co-op City,2026-06-03 01:00:00,0.1434674855496994,0.08597657432601319,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,63.45,0,3.4,Clouds,1,2,0
College Point,2026-06-03 01:00:00,0.13714044479472115,0.13964148059628526,0.3302727705811279,0.0,0.0,29.0,0.0,0.0,0.0,0.0,11.0,43.0,0.0,7634.0,64.51,0,5.14,Clouds,1,2,0
Calvert Vaux Park,2026-06-03 01:00:00,0.1415935879701409,0.05292710656117391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78,0,8.86,Clear,1,2,0
Concourse-Concourse Village,2026-06-03 01:00:00,0.32374603895710136,0.1718924879368227,0.0,0.00016445071404615018,0.003260745703052459,133.0,0.0,0.0,0.0,0.0,44.0,124.0,23449.0,0.0,64.51,0,4.0,Clouds,1,2,0
Corona,2026-06-03 01:00:00,0.2290545413962377,0.09980532271899892,0.0,8.045574231535826e-05,0.0005663608602183528,60.0,0.0,0.0,0.0,0.0,15.0,48.0,17953.0,0.0,64.9,0,5.61,Clouds,1,2,0
Crotona Park,2026-06-03 01:00:00,0.1415935879701409,0.05292710656117391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38,0,4.0,Clouds,1,2,0
Crotona Park East,2026-06-03 01:00:00,0.2559666724422156,0.11751377897496944,0.0,8.045574231535826e-05,0.0005358028758276666,60.0,0.0,0.0,0.0,0.0,29.0,78.0,6192.0,0.0,64.38,0,4.14,Clouds,1,2,0
Crown Heights (North),2026-06-03 01:00:00,0.28365053122040723,0.12847013690895645,0.0,8.045574231535826e-05,0.0005358028758276666,161.0,0.0,0.0,0.0,0.0,42.0,102.0,1455.0,0.0,64.85,0,7.18,Clouds,1,2,0
Crown Heights (South),2026-06-03 01:00:00,0.2695729732863066,0.15884852925921197,0.17446889241761307,0.00013358714012196037,0.0016254122413875284,64.0,0.0,0.0,0.0,0.0,33.0,90.0,22910.0,8707.0,64.8,0,7.18,Clouds,1,2,0
Cunningham Park,2026-06-03 01:00:00,0.14114259010920532,0.05230881671237678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,62.6,0,5.97,Clear,1,2,0
Cypress Hills,2026-06-03 01:00:00,0.23435853868472253,0.14674790471313912,0.0,8.045574231535826e-05,0.0005358028758276666,41.0,0.0,0.0,0.0,0.0,28.0,75.0,4351.0,0.0,64.6,0,7.18,Clear,1,2,0
Douglaston-Little Neck,2026-06-03 01:00:00,0.12676867101399553,0.07070270193322241,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,62.26,0,5.46,Clear,1,2,0
Downtown Brooklyn-DUMBO-Boerum Hill,2026-06-03 01:00:00,0.26419927794954573,0.20126063624480148,0.00302459839506071,0.015226845193385541,0.0434153371332635,149.0,0.0,0.0,0.0,0.0,35.0,124.0,76213.0,2994.0,64.96,0,6.49,Clouds,1,2,0
Dyker Beach Park,2026-06-03 01:00:00,0.1415935879701409,0.05292710656117391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71,0,7.96,Clear,1,2,0
Dyker Heights,2026-06-03 01:00:00,0.1704064164584381,0.12179836197047728,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,64.78,0,7.96,Clear,1,2,0
East Elmhurst,2026-06-03 01:00:00,0.24761877943114105,0.26420254858392717,0.15405878185242136,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,67.0,0.0,3369.0,64.63,0,5.59,Clouds,1,2,0
Coney Island-Sea Gate,2026-06-03 01:00:00,0.24241292857390478,0.10852589564725589,0.0,8.045574231535826e-05,0.0005663608602183528,93.0,0.0,0.0,0.0,0.0,25.0,58.0,19561.0,0.0,64.71,0,8.86,Clear,1,2,0
Calvary & Mount Zion Cemeteries,2026-06-03 01:00:00,0.1415935879701409,0.05292710656117391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,0,6.06,Clouds,1,2,0
Bushwick (West),2026-06-03 01:00:00,0.3260949811636521,0.10789214316334124,0.24103633095411892,8.045574231535826e-05,0.000994527490578711,68.0,0.0,0.0,0.0,0.0,53.0,119.0,18144.0,2196.0,64.96,0,6.64,Clouds,1,2,0
Bushwick (East),2026-06-03 01:00:00,0.2397922394551386,0.12814077613088962,0.21691359433295748,0.0003877999910367818,0.023185001143364498,77.0,0.0,0.0,0.0,0.0,12.0,62.0,22826.0,3086.0,64.81,0,6.64,Clouds,1,2,0
Alley Pond Park,2026-06-03 01:00:00,0.1415935879701409,0.053435282087829925,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.46,0,5.46,Clear,1,2,0
Annadale-Huguenot-Prince's Bay-Woodrow,2026-06-03 01:00:00,0.1569743588725231,0.10275039216264223,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,35.0,0.0,0.0,62.98,0,6.44,Clouds,1,2,0
Arden Heights-Rossville,2026-06-03 01:00:00,0.11119718783807216,0.0716743013241456,0.005503894285447297,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,3569.0,62.92,0,6.31,Clouds,1,2,0
Astoria (Central),2026-06-03 01:00:00,0.18123119504150234,0.14385400103349544,0.1931660034591245,0.00010336015504656637,0.0010112670457775024,38.0,0.0,0.0,0.0,0.0,15.0,101.0,18599.0,5241.0,64.83,0,5.55,Clouds,1,2,0
Astoria (East)-Woodside (North),2026-06-03 01:00:00,0.1947801968133796,0.0818327553198591,0.0,8.045574231535826e-05,0.0005663608602183528,51.0,0.0,0.0,0.0,0.0,9.0,43.0,15624.0,0.0,64.8,0,5.55,Clouds,1,2,0
Astoria (North)-Ditmars-Steinway,2026-06-03 01:00:00,0.1962261122689815,0.10553076096962442,0.0,0.00013358714012196037,0.0008784528356341989,31.0,0.0,0.0,0.0,0.0,15.0,60.0,20130.0,0.0,64.85,0,5.03,Clouds,1,2,0
Astoria Park,2026-06-03 01:00:00,0.14043883744966887,0.05178600578078433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.92,0,5.03,Clouds,1,2,0
